,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(3),Corr with auto_vol(3),student_vol(-4),Corr with student_vol(-4),credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(4),Corr with mortgage 90(4),long,lat
0,2010-09,MA,WORCESTER,2010-09,4.24,"(35.16667, -15.7)",42846.12,Improvements_Additions for Apartments_Coops,0.22657136363636363,0.12536624353524278,0.251059090909091,0.12918768692599356,0.25699454545454536,0.11928844019574406,0.2738163636363636,0.09790074966570322,0.2913659090909092,0.0570189370817583,0.4777727272727273,-0.018954347146869426,0.8043745454545456,-0.06875165478401934,0.1166666666666667,0.1646503187436996,0.19333333333333336,0.10243056832619789,0.2566666666666666,0.054940873341896464,1.4104761904761904,0.3924835954415759,2.6476190476190475,0.6075600686327833,3.4690476190476183,0.499427576229557,3.773333333333333,0.4354521786918081,31044830349.9256,-0.244962156076674,11978266411.3233,-0.49539576974778005,92.8594669911348,-0.35611590193276427,3.7,0.3028542206663591,4.1,0.34134581607027414,35.16667,-15.7
1,2011-07,MA,WORCESTER,2011-07,3.9,"(-71.788257, 42.277268)",55909.96,Improvements_Additions for Apartments_Coops,0.12388095238095237,0.12536624353524278,0.1598857142857143,0.12918768692599356,0.18661904761904766,0.11928844019574406,0.2182333333333334,0.09790074966570322,0.24991190476190472,0.0570189370817583,0.41392857142857137,-0.018954347146869426,0.7452261904761905,-0.06875165478401934,0.037500000000000006,0.1646503187436996,0.08400000000000002,0.10243056832619789,0.185,0.054940873341896464,1.541,0.3924835954415759,3.003,0.6075600686327833,3.9475000000000002,0.499427576229557,4.2705,0.4354521786918081,34623712775.9563,-0.244962156076674,11311909309.5948,-0.49539576974778005,90.4806728327692,-0.35611590193276427,3.5,0.3028542206663591,4.5,0.34134581607027414,-71.788257,42.277268
2,2013-03,MA,WORCESTER,2013-03,3.85,"(-71.803725, 42.268961)",53125.56,Improvements_Additions for Apartments_Coops,0.15505000000000002,0.12536624353524278,0.17309999999999998,0.12918768692599356,0.20345,0.11928844019574406,0.2419,0.09790074966570322,0.28190000000000004,0.0570189370817583,0.44782500000000003,-0.018954347146869426,0.7351250000000001,-0.06875165478401934,0.07800000000000003,0.1646503187436996,0.11450000000000005,0.10243056832619789,0.14750000000000002,0.054940873341896464,0.8185000000000002,0.3924835954415759,1.9575,0.6075600686327833,2.7840000000000003,0.499427576229557,3.1625000000000005,0.4354521786918081,41507587847.7023,-0.244962156076674,10740081615.3953,-0.49539576974778005,88.29263433660921,-0.35611590193276427,3.1,0.3028542206663591,3.2,0.34134581607027414,-71.803725,42.268961
3,2013-04,MA,WORCESTER,2013-04,3.35,"(-71.77795390000001, 42.3169014)",56650.58,Improvements_Additions for Apartments_Coops,0.1539047619047619,0.12536624353524278,0.17210476190476193,0.12918768692599356,0.19953333333333334,0.11928844019574406,0.24005714285714277,0.09790074966570322,0.27714285714285714,0.0570189370817583,0.4360190476190476,-0.018954347146869426,0.7168333333333334,-0.06875165478401934,0.049090909090909116,0.1646503187436996,0.09409090909090913,0.10243056832619789,0.12454545454545456,0.054940873341896464,0.7104545454545454,0.3924835954415759,1.7590909090909093,0.6075600686327833,2.5500000000000003,0.499427576229557,2.9327272727272726,0.4354521786918081,41471481477.9035,-0.244962156076674,11337096053.4966,-0.49539576974778005,89.95115518901541,-0.35611590193276427,2.8,0.3028542206663591,3.2,0.34134581607027414,-71.77795390000001,42.3169014
4,2014-01,MA,WORCESTER,2014-01,4.65,"(-71.811489, 42.285866)",26542.38,Improvements_Additions for Apartments_Coops,0.09003181818181817,0.12536624353524278,0.1219931818181818,0.12918768692599356,0.1597090909090909,0.11928844019574406,0.204425,0.09790074966570322,0.23822954545454544,0.0570189370817583,0.33795909090909093,-0.018954347146869426,0.5752999999999999,-0.06875165478401934,0.017142857142857144,0.1646503187436996,0.0690476190476191,0.10243056832619789,0.11619047619047623,0.054940873341896464,1.6466666666666665,0.3924835954415759,2.858095238095238,0.6075600686327833,3.521904761904762,0.499427576229557,3.76904761904762,0.4354521786918081,44109559396.2995,-0.244962156076674,10216278752.7557,-0.49539576974778005,80.910251046009,-0.35611590193276427,3.4,0.3028542206663591,3.2,0.34134581607027414,-71.811489,42.285866
5,2014-07,MA,WORCESTER,2014-07,5.45,"(-73.96064399999999, 41.728716999999996)",6203.32,Improvements_Additions for Apartments_Coops,0.09286956521739129,0.12536624353524278,0.12270652173913045,0.12918768692599356,0.15438695652173914,0.11928844019574406,0.1955586956521739,0.09790074966570322,0.23417391304347826,0.0570189370817583,0.32826086956521744,-0.018954347146869426,0.5557695652173912,-0.06875165478401934,0.024090909090909093,0.1646503187436996,0.059545454545454575,0.10243056832619789,0.11136363636363639,0.054940873341896464,1.699545454545455,0.3924835954415759,2.542272727272727,0.6075600686327833,3.071363636363636,0.499427576229557,3.3318181818181816,0.4354521786918081,44591810060.8257,-0.244962156076674,10653400066.5467,-0.49539576974778005,82.2508390398281,-0.35611590193276427,2.7,0.3028542206663591,3.2,0.34134581607027414,-73.96064399999999,41.728716999999996
6,2014-12,MA,WORCESTER,2014-12,3.4,"(-71.799272, 42.273243)",9020.5,Improvements_Additions for Apartments_Coops,0.1101,0.12536624353524278,0.1330809523809524,0.12918768692599356,0.16305,0.11928844019574406,0.20744285714285715,0.09790074966570322,0.2446071428571429,0.0570189370817583,0.34302142857142864,-0.018954347146869426,0.6021190476190476,-0.06875165478401934,0.02500000000000001,0.1646503187436996,0.1063636363636364,0.10243056832619789,0.21454545454545454,0.054940873341896464,1.64,0.3924835954415759,2.2072727272727275,0.6075600686327833,2.5504545454545453,0.499427576229557,2.8331818181818185,0.4354521786918081,47944164595.1044,-0.244962156076674,11117378455.0815,-0.49539576974778005,82.122236078369,-0.35611590193276427,2.9,0.3028542206663591,2.9,0.34134581607027414,-71.799272,42.273243
7,2016-01,MA,WORCESTER,2016-01,3.65,"(-71.808217, 42.261489000000005)",57220.01,Improvements_Additions for Apartments_Coops,0.36607999999999996,0.12536624353524278,0.387725,0.12918768692599356,0.42545,0.11928844019574406,0.5163949999999999,0.09790074966570322,0.6195525000000001,0.0570189370817583,0.8560224999999999,-0.018954347146869426,1.1534299999999997,-0.06875165478401934,0.22736842105263158,0.1646503187436996,0.43473684210526314,0.10243056832619789,0.5431578947368422,0.054940873341896464,1.5184210526315787,0.3924835954415759,2.085263157894737,0.6075600686327833,2.4889473684210524,0.499427576229557,2.8584210526315785,0.4354521786918081,48887248013.451,-0.244962156076674,11492007418.0579,-0.49539576974778005,83.5754036116387,-0.35611590193276427,2.9,0.3028542206663591,2.2,0.34134581607027414,-71.808217,42.261489000000005
8,2016-10,MA,WORCESTER,2016-10,3.05,"(-71.820452, 42.307415)",17644.1,Improvements_Additions for Apartments_Coops,0.4307719047619048,0.12536624353524278,0.457582380952381,0.12918768692599356,0.5307795238095238,0.11928844019574406,0.6609890476190475,0.09790074966570322,0.8786828571428573,0.0570189370817583,1.258856666666667,-0.018954347146869426,1.577814761904762,-0.06875165478401934,0.24400000000000005,0.1646503187436996,0.47700000000000004,0.10243056832619789,0.6595000000000001,0.054940873341896464,1.2719999999999998,0.3924835954415759,1.7645000000000004,0.6075600686327833,2.1705,0.499427576229557,2.5004999999999997,0.4354521786918081,49588706606.1033,-0.244962156076674,11496937509.4445,-0.49539576974778005,88.1697673489486,-0.35611590193276427,2.4,0.3028542206663591,1.9,0.34134581607027414,-71.820452,42.307415
9,2018-01,MA,WORCESTER,2018-01,3.84,"(-71.795253, 42.269678000000006)",80526.10666666667,Improvements_Additions for Apartments_Coops,1.4378880952380952,0.12536624353524278,1.467563181818182,0.12918768692599356,1.5610881818181819,0.11928844019574406,1.6355336363636364,0.09790074966570322,1.733970909090909,0.0570189370817583,1.9067609090909092,-0.018954347146869426,2.196459545454545,-0.06875165478401934,1.3000000000000003,0.1646503187436996,1.6199999999999994,0.10243056832619789,1.8028571428571425,0.054940873341896464,2.381904761904762,0.3924835954415759,2.5838095238095242,0.6075600686327833,2.7342857142857144,0.499427576229557,2.8776190476190475,0.4354521786918081,50505964400.0098,-0.244962156076674,11813706431.8634,-0.49539576974778005,88.50967086025801,-0.35611590193276427,2.8,0.3028542206663591,1.5,0.34134581607027414,-71.795253,42.269678000000006
