,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol,Corr with auto_vol,student_vol(-3),Corr with student_vol(-3),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(4),Corr with mortgage 90(4)
0,LOS ANGELES,2010-10,4.25,New Construction,0.22598619047619048,4.02401380952381,-0.5421845859130304,0.25051619047619045,3.9994838095238094,-0.5494615428398792,0.25605714285714287,3.9939428571428572,-0.5754803649705302,0.2720304761904762,3.9779695238095236,-0.6175253372823827,0.28884,3.96116,-0.6782948674900661,0.45499142857142844,3.7950085714285717,-0.7063393200025744,0.7680966666666665,3.4819033333333334,-0.7206513084864605,0.14050000000000004,4.1095,-0.4951289782877788,0.17650000000000005,4.0735,-0.5082350774850779,0.22800000000000006,4.022,-0.540153806332983,1.1824999999999999,3.0675,0.06268130436270011,2.54,1.71,0.6322583487755546,3.524,0.726,0.6982024141871042,3.8724999999999996,0.3775000000000004,0.7160056301396769,30512069858.4251,-0.43950600820414687,10534224377.9144,-0.8008502758918418,95.78917846656341,0.2685933625488398,3.1,0.46454771276192847,5.6,0.37363999326765096
1,LOS ANGELES,2011-03,4.265,New Construction,0.2076739130434783,4.057326086956522,-0.5421845859130304,0.23889782608695653,4.026102173913043,-0.5494615428398792,0.2532847826086956,4.011715217391304,-0.5754803649705302,0.2829456521739131,3.982054347826087,-0.6175253372823827,0.30843478260869567,3.956565217391304,-0.6782948674900661,0.4607826086956522,3.8042173913043476,-0.7063393200025744,0.7797065217391305,3.485293478260869,-0.7206513084864605,0.06478260869565221,4.2002173913043475,-0.4951289782877788,0.15652173913043482,4.108478260869565,-0.5082350774850779,0.25913043478260867,4.005869565217391,-0.540153806332983,2.1134782608695653,2.1515217391304344,0.06268130436270011,3.414347826086956,0.8506521739130437,0.6322583487755546,4.26608695652174,-0.0010869565217399568,0.6982024141871042,4.5139130434782615,-0.24891304347826182,0.7160056301396769,31565012894.7234,-0.43950600820414687,10792773250.4017,-0.8008502758918418,92.8594669911348,0.2685933625488398,3.1,0.46454771276192847,4.9,0.37363999326765096
2,LOS ANGELES,2011-12,2.95,New Construction,0.1499335,2.8000665000000002,-0.5421845859130304,0.2029985,2.7470015,-0.5494615428398792,0.2836085,2.6663915,-0.5754803649705302,0.40829250000000006,2.5417075000000002,-0.6175253372823827,0.5557375,2.3942625,-0.6782948674900661,0.7798775000000001,2.1701225,-0.7063393200025744,1.1003555000000003,1.8496445,-0.7206513084864605,0.0033333333333333335,2.9466666666666668,-0.4951289782877788,0.048571428571428585,2.9014285714285717,-0.5082350774850779,0.11523809523809528,2.834761904761905,-0.540153806332983,0.8914285714285713,2.0585714285714287,0.06268130436270011,1.9780952380952384,0.9719047619047618,0.6322583487755546,2.6676190476190476,0.2823809523809526,0.6982024141871042,2.9823809523809524,-0.03238095238095218,0.7160056301396769,35344521679.5642,-0.43950600820414687,11655650147.2578,-0.8008502758918418,88.33905735772379,0.2685933625488398,2.7,0.46454771276192847,3.8,0.37363999326765096
3,LOS ANGELES,2013-09,4.53,New Construction,0.11272380952380952,4.417276190476191,-0.5421845859130304,0.14323238095238094,4.386767619047619,-0.5494615428398792,0.18057476190476196,4.349425238095238,-0.5754803649705302,0.22133904761904755,4.3086609523809525,-0.6175253372823827,0.2531785714285715,4.276821428571429,-0.6782948674900661,0.38033809523809525,4.1496619047619046,-0.7063393200025744,0.6526857142857143,3.877314285714286,-0.7206513084864605,0.017500000000000005,4.5125,-0.4951289782877788,0.04150000000000001,4.4885,-0.5082350774850779,0.11850000000000002,4.4115,-0.540153806332983,1.5959999999999999,2.934,0.06268130436270011,2.8095,1.7205000000000004,0.6322583487755546,3.526,1.0040000000000004,0.6982024141871042,3.7870000000000004,0.7429999999999999,0.7160056301396769,41062625933.5941,-0.43950600820414687,9260696074.4491,-0.8008502758918418,88.29263433660921,0.2685933625488398,2.1,0.46454771276192847,1.9,0.37363999326765096
4,LOS ANGELES,2013-11,4.38,New Construction,0.10274761904761903,4.277252380952381,-0.5421845859130304,0.12919047619047616,4.250809523809524,-0.5494615428398792,0.1672714285714286,4.212728571428571,-0.5754803649705302,0.20747142857142856,4.172528571428571,-0.6175253372823827,0.2382452380952381,4.141754761904762,-0.6782948674900661,0.35063809523809525,4.029361904761904,-0.7063393200025744,0.5866738095238094,3.7933261904761904,-0.7206513084864605,0.046842105263157914,4.333157894736842,-0.4951289782877788,0.09842105263157898,4.281578947368421,-0.5082350774850779,0.12157894736842105,4.258421052631578,-0.540153806332983,1.3710526315789473,3.008947368421053,0.06268130436270011,2.7184210526315793,1.6615789473684206,0.6322583487755546,3.503684210526316,0.8763157894736837,0.6982024141871042,3.7999999999999985,0.5800000000000014,0.7160056301396769,41658198449.9001,-0.43950600820414687,10210246554.7955,-0.8008502758918418,90.32258801944451,0.2685933625488398,2.1,0.46454771276192847,1.7,0.37363999326765096
5,LOS ANGELES,2015-03,3.25,New Construction,0.12134999999999999,3.12865,-0.5421845859130304,0.14022954545454547,3.1097704545454548,-0.5494615428398792,0.17560000000000003,3.0744,-0.5754803649705302,0.21958181818181813,3.030418181818182,-0.6175253372823827,0.26829772727272727,2.9817022727272726,-0.6782948674900661,0.39945,2.85055,-0.7063393200025744,0.700025,2.549975,-0.7206513084864605,0.02272727272727273,3.227272727272727,-0.4951289782877788,0.11000000000000001,3.14,-0.5082350774850779,0.25363636363636366,2.996363636363636,-0.540153806332983,1.5190909090909088,1.7309090909090912,0.06268130436270011,2.042727272727273,1.207272727272727,0.6322583487755546,2.4068181818181817,0.8431818181818183,0.6982024141871042,2.626363636363636,0.623636363636364,0.7160056301396769,47944164595.1044,-0.43950600820414687,14245911418.8887,-0.8008502758918418,82.72786465890579,0.2685933625488398,1.8,0.46454771276192847,1.1,0.37363999326765096
6,LOS ANGELES,2015-04,3.89,New Construction,0.12200000000000003,3.7680000000000002,-0.5421845859130304,0.14605250000000003,3.7439475,-0.5494615428398792,0.18076750000000003,3.7092325,-0.5754803649705302,0.22830999999999996,3.66169,-0.6175253372823827,0.27596,3.61404,-0.6782948674900661,0.404505,3.4854950000000002,-0.7063393200025744,0.6969449999999999,3.193055,-0.7206513084864605,0.018181818181818188,3.871818181818182,-0.4951289782877788,0.09363636363636368,3.7963636363636364,-0.5082350774850779,0.23363636363636367,3.6563636363636363,-0.540153806332983,1.3545454545454545,2.5354545454545456,0.06268130436270011,1.9349999999999996,1.9550000000000005,0.6322583487755546,2.334090909090909,1.5559090909090911,0.6982024141871042,2.5859090909090905,1.3040909090909096,0.7160056301396769,47036055605.935,-0.43950600820414687,11733364706.6996,-0.8008502758918418,82.4770523961592,0.2685933625488398,1.9,0.46454771276192847,1.1,0.37363999326765096
7,LOS ANGELES,2015-11,4.1,New Construction,0.13066666666666668,3.969333333333333,-0.5421845859130304,0.1559214285714286,3.944078571428571,-0.5494615428398792,0.20844761904761913,3.8915523809523807,-0.5754803649705302,0.286702380952381,3.813297619047619,-0.6175253372823827,0.3709714285714286,3.729028571428571,-0.6782948674900661,0.6063738095238096,3.4936261904761903,-0.7063393200025744,0.9343738095238093,3.1656261904761904,-0.7206513084864605,0.07105263157894738,4.028947368421052,-0.4951289782877788,0.32789473684210524,3.7721052631578944,-0.5082350774850779,0.47684210526315784,3.623157894736842,-0.540153806332983,1.6710526315789473,2.4289473684210523,0.06268130436270011,2.2631578947368416,1.836842105263158,0.6322583487755546,2.6863157894736847,1.413684210526315,0.6982024141871042,3.03,1.0699999999999998,0.7160056301396769,48491901272.6637,-0.43950600820414687,10986955735.8103,-0.8008502758918418,81.7923503982947,0.2685933625488398,1.6,0.46454771276192847,1.0,0.37363999326765096
8,LOS ANGELES,2016-04,3.5,New Construction,0.38031428571428566,3.119685714285714,-0.5421845859130304,0.39864523809523805,3.101354761904762,-0.5494615428398792,0.4373976190476192,3.062602380952381,-0.5754803649705302,0.5229452380952381,2.977054761904762,-0.6175253372823827,0.6327499999999999,2.8672500000000003,-0.6782948674900661,0.9025404761904764,2.5974595238095235,-0.7063393200025744,1.2222214285714286,2.2777785714285717,-0.7206513084864605,0.18761904761904763,3.3123809523809524,-0.4951289782877788,0.37238095238095237,3.1276190476190475,-0.5082350774850779,0.5557142857142858,2.944285714285714,-0.540153806332983,1.2580952380952382,2.241904761904762,0.06268130436270011,1.8052380952380953,1.6947619047619047,0.6322583487755546,2.2104761904761907,1.2895238095238093,0.6982024141871042,2.6233333333333335,0.8766666666666665,0.7160056301396769,48887248013.451,-0.43950600820414687,11404853913.5663,-0.8008502758918418,82.3313446344394,0.2685933625488398,1.8,0.46454771276192847,0.9,0.37363999326765096
9,LOS ANGELES,2017-02,3.1,New Construction,0.6863609999999999,2.4136390000000003,-0.5421845859130304,0.7163664999999999,2.3836335,-0.5494615428398792,0.7767084999999999,2.3232915000000003,-0.5754803649705302,0.8480275,2.2519725,-0.6175253372823827,1.0445964999999997,2.0554035000000006,-0.6782948674900661,1.3514585000000001,1.7485415,-0.7063393200025744,1.723958,1.376042,-0.7206513084864605,0.48210526315789465,2.6178947368421053,-0.4951289782877788,0.653157894736842,2.446842105263158,-0.5082350774850779,0.8205263157894739,2.2794736842105263,-0.540153806332983,1.9015789473684213,1.1984210526315788,0.06268130436270011,2.4189473684210525,0.6810526315789476,0.6322583487755546,2.763684210526316,0.3363157894736841,0.6982024141871042,3.0321052631578946,0.06789473684210545,0.7160056301396769,48913265551.9221,-0.43950600820414687,12137144620.0221,-0.8008502758918418,88.43997566936979,0.2685933625488398,1.4,0.46454771276192847,0.7,0.37363999326765096
10,LOS ANGELES,2017-07,3.25,New Construction,1.1766928571428568,2.0733071428571432,-0.5421845859130304,1.1913757142857144,2.0586242857142856,-0.5494615428398792,1.2280366666666667,2.0219633333333333,-0.5754803649705302,1.2566676190476191,1.9933323809523809,-0.6175253372823827,1.307512857142857,1.942487142857143,-0.6782948674900661,1.4570814285714284,1.7929185714285716,-0.7063393200025744,1.7410885714285718,1.5089114285714282,-0.7206513084864605,0.9720000000000001,2.278,-0.4951289782877788,1.1284999999999996,2.1215,-0.5082350774850779,1.2235,2.0265,-0.540153806332983,1.8720000000000003,1.3779999999999997,0.06268130436270011,2.3179999999999996,0.9320000000000004,0.6322583487755546,2.6505,0.5994999999999999,0.6982024141871042,2.884,0.3660000000000001,0.7160056301396769,48416221734.2909,-0.43950600820414687,12388258203.7622,-0.8008502758918418,88.7707153640316,0.2685933625488398,1.2,0.46454771276192847,0.6,0.37363999326765096
11,LOS ANGELES,2017-09,3.22,New Construction,1.1784444999999997,2.0415555000000003,-0.5421845859130304,1.1967471428571432,2.023252857142857,-0.5494615428398792,1.23492,1.9850800000000002,-0.5754803649705302,1.2721638095238097,1.9478361904761905,-0.6175253372823827,1.3232957142857147,1.8967042857142855,-0.6782948674900661,1.4732157142857143,1.746784285714286,-0.7063393200025744,1.738246666666667,1.4817533333333333,-0.7206513084864605,0.9940000000000001,2.226,-0.4951289782877788,1.171,2.0490000000000004,-0.5082350774850779,1.2799999999999998,1.9400000000000004,-0.540153806332983,1.7975,1.4225,0.06268130436270011,2.2020000000000004,1.0179999999999998,0.6322583487755546,2.5300000000000002,0.69,0.6982024141871042,2.7764999999999995,0.44350000000000067,0.7160056301396769,49256214828.7987,-0.43950600820414687,12745337772.3068,-0.8008502758918418,89.1832712740787,0.2685933625488398,1.1,0.46454771276192847,0.6,0.37363999326765096
